kind,symbol,count,category
種類,symbol,命中數,分類
"time-profile","ZSTD_RowFindBestMatch_noDict_5_4","299","external_tool"
"time-profile","specialized emitSteps #1 (_:from:) in closure #1 in static LZFSEv1.lzParseOptimal(_:maxL:maxM:maxDist:)","288","parse"
"time-profile","matchLength #1 (_:_:limit:) in closure #1 in static LZFSEv1.lzParseStrong(_:maxL:maxM:maxDist:)","270","parse"
"time-profile","swift_beginAccess","269","swift_runtime"
"time-profile","closure #1 in closure #1 in closure #1 in closure #1 in closure #1 in closure #3 in static LZFSEv1.encodeBlockV3(triplets:literals:rawBytes:)","262","encode"
"time-profile","repLen #1 (_:_:) in closure #1 in static LZFSEv1.lzParseChain(_:maxL:maxM:maxDist:)","260","parse"
"time-profile","static LZFSEv1.compressBody(_:strong:bvx3:lazy2:optimal:)","256","encode"
"time-profile","LZFSEv1.FSEOutStream.flush()","250","fse"
"time-profile","closure #1 in static LZFSEv1.lzParseStrong(_:maxL:maxM:maxDist:)","227","parse"
"time-profile","specialized rebuildPrices #1 () in static LZFSEv1.lzParseOptimal(_:maxL:maxM:maxDist:)","225","parse"
"time-profile","specialized Array._makeMutableAndUnique()","213","swift_array"
"time-profile","swift_endAccess","205","swift_runtime"
"time-profile","specialized min<A>(_:_:)","193","other"
"time-profile","specialized Array.init(_uninitializedCount:)","192","swift_array"
"time-profile","insert #1 (_:) in closure #1 in static LZFSEv1.lzParseStrong(_:maxL:maxM:maxDist:)","181","parse"
"time-profile","_xzm_free","179","other"
"time-profile","specialized IndexingIterator.next()","178","swift_array"
"time-profile","closure #1 in static LZFSEv1.lzParseChain(_:maxL:maxM:maxDist:)","178","parse"
"time-profile","noteMatch #1 (_:_:) in emitSteps #1 (_:from:) in closure #1 in static LZFSEv1.lzParseOptimal(_:maxL:maxM:maxDist:)","175","parse"
"time-profile","_xzm_xzone_malloc_tiny","162","other"
"time-profile","static LZFSEv1.symbolPointer(forValue:base:count:)","160","other"
"time-profile","log2","159","other"
"time-profile","0x19cd87bac","157","other"
"time-profile","lzfsePushMatch","155","apple_lzfse"
"time-profile","swift::runtime::SwiftTLSContext::get()","151","swift_runtime"
"time-profile","entropyBits #1 (_:) in static LZFSEv1.encodeBlockV3(triplets:literals:rawBytes:)","151","encode"
"time-profile","specialized _ContiguousArrayBuffer.mutableFirstElementAddress.getter","150","swift_array"
"time-profile","specialized UnsafeMutablePointer<>.initialize(to:)","143","other"
"time-profile","specialized pushRun #1 (l:m:d:) in static LZFSEv1.lzParseStrong(_:maxL:maxM:maxDist:)","141","parse"
"time-profile","specialized Array._createNewBuffer(bufferIsUnique:minimumCapacity:growForAppend:)","140","swift_array"
"time-profile","load32 #1 (_:) in closure #1 in static LZFSEv1.lzParseOptimal(_:maxL:maxM:maxDist:)","138","parse"
"time-profile","insert #1 (_:) in closure #1 in static LZFSEv1.lzParseOptimal(_:maxL:maxM:maxDist:)","137","parse"
"time-profile","-[NSConcreteFileHandle readDataOfLength:]","133","io"
"time-profile","load64 #1 (_:) in closure #1 in static LZFSEv1.lzParseChain(_:maxL:maxM:maxDist:)","132","parse"
"time-profile","specialized Array.subscript.modify","128","swift_array"
"time-profile","specialized _ArrayBuffer._consumeAndCreateNew(bufferIsUnique:minimumCapacity:growForAppend:)","125","swift_array"
"time-profile","specialized greedyEmitSegment #1 (_:_:) in closure #1 in static LZFSEv1.lzParseOptimal(_:maxL:maxM:maxDist:)","122","parse"
"time-profile","0x19cd880b0","117","other"
"time-profile","_platform_memset","116","other"
"time-profile","xzm_malloc_zone_size","115","other"
"time-profile","specialized static LZFSEv1.initEncoderTable(nstates:freq:)","113","other"
"time-profile","load64 #1 (_:) in closure #1 in static LZFSEv1.lzParseOptimal(_:maxL:maxM:maxDist:)","111","parse"
"time-profile","load32 #1 (_:) in closure #1 in static LZFSEv1.lzParseChain(_:maxL:maxM:maxDist:)","110","parse"
"time-profile","_NSReadFromFileDescriptorWithProgress","108","other"
"time-profile","_ContiguousArrayBuffer.init(_uninitializedCount:minimumCapacity:)","107","swift_array"
"time-profile","swift_isUniquelyReferenced_nonNull_native","99","swift_runtime"
"time-profile","0x19cd8ae78","98","other"
"time-profile","xzm_realloc","95","other"
"time-profile","load64 #1 (_:) in closure #1 in static LZFSEv1.lzParseStrong(_:maxL:maxM:maxDist:)","90","parse"
"time-profile","insert #1 (_:) in closure #1 in static LZFSEv1.lzParseChain(_:maxL:maxM:maxDist:)","89","parse"
"time-profile","xzm_segment_group_alloc_chunk","88","other"
"time-profile","<deduplicated_symbol>","87","other"
"time-profile","specialized _ArrayBuffer.immutableCount.getter","86","swift_array"
"time-profile","static LZFSEv1.normalizeFreq(nstates:counts:)","85","other"
"time-profile","static LZFSEv1.initEncoderTable(nstates:freq:)","85","other"
"time-profile","dyld4::prepare(dyld4::APIs&, mach_o::UnsafeHeader const*)","82","other"
"time-profile","specialized pushRun #1 (l:m:d:) in static LZFSEv1.lzParseChain(_:maxL:maxM:maxDist:)","81","parse"
"time-profile","closure #2 in runParallelEncode(input:output:inflight:chunkSize:strong:bvx3:lazy2:optimal:)","77","other"
"time-profile","swift_release","75","swift_runtime"
"time-profile","start","75","external_tool"
"time-profile","specialized UnsafeMutablePointer.initialize(from:count:)","75","other"
"time-profile","hashAndTag #1 (_:) in closure #1 in static LZFSEv1.lzParseChain(_:maxL:maxM:maxDist:)","75","parse"
"time-profile","closure #1 in static LZFSEv1.encodeBlock(triplets:literals:rawBytes:)","75","encode"
"time-profile","HIST_count_parallel_wksp","72","other"
"time-profile","_swift_getGenericMetadata(swift::MetadataRequest, void const* const*, swift::TargetTypeContextDescriptor<swift::InProcess> const*)","72","swift_runtime"
"time-profile","specialized emitGreedy #1 (at:len:dist:) in closure #1 in static LZFSEv1.lzParseOptimal(_:maxL:maxM:maxDist:)","70","parse"
"time-profile","HUF_buildCTable_wksp","70","external_tool"
"time-profile","specialized Double.init<A>(_:)","69","other"
"time-profile","specialized static LZFSEv1.normalizeFreq(nstates:counts:)","68","other"
"time-profile","specialized pushRun #1 (l:m:d:) in static LZFSEv1.lzParseOptimal(_:maxL:maxM:maxDist:)","68","parse"
"time-profile","archive_write_pax_header","68","io"
"time-profile","xzm_segment_group_free_chunk","67","other"
"time-profile","specialized Array.append(_:)","66","swift_array"
"time-profile","read","66","io"
"time-profile","getCache(swift::TargetTypeContextDescriptor<swift::InProcess> const&)","66","other"
"time-profile","load32 #1 (_:) in closure #1 in static LZFSEv1.lzParseStrong(_:maxL:maxM:maxDist:)","65","parse"
"time-profile","bool swift::RefCounts<swift::RefCountBitsT<(swift::RefCountInlinedness)1>>::doDecrementSlow<(swift::PerformDeinit)1>(swift::RefCountBitsT<(swift::RefCountInlinedness)1>, unsigned int)","65","other"
"time-profile","protocol witness for Strideable.advanced(by:) in conformance Int","64","other"
"time-profile","LZFSEv1.d3BaseValue.unsafeMutableAddressor","64","other"
"time-profile","DYLD-STUB$$swift_isUniquelyReferenced_nonNull_native","64","swift_runtime"
"time-profile","NSFileHandle.read(upToCount:)","63","io"
"time-profile","main","63","other"
"time-profile","specialized UnsafeBufferPointer._copyContents(initializing:)","62","other"
